timestamp,current_engine_rpm,engine_max_rpm,engine_idle_rpm,speed,power,torque,norm_suspension_travel_FL,norm_suspension_travel_FR,norm_suspension_travel_RL,norm_suspension_travel_RR,suspension_travel_meters_FL,suspension_travel_meters_FR,suspension_travel_meters_RL,suspension_travel_meters_RR,brake,accel,clutch,handbrake,gear,steer,tire_slip_ratio_FL,tire_slip_ratio_FR,tire_slip_ratio_RL,tire_slip_ratio_RR,tire_temp_FL,tire_temp_FR,tire_temp_RL,tire_temp_RR,position_x,position_y,position_z,lap_no,race_pos,cur_lap_time,cur_race_time
2025-08-04T23:42:52.416018,856.9456787109375,7999.9951171875,856.9331665039062,0.00018124152848031372,-0.041710928082466125,-0.0004648019385058433,0.4300478398799896,0.4465419054031372,0.40661942958831787,0.4208188056945801,-0.0010916590690612793,0.00116826593875885,-0.0012730062007904053,0.0006000399589538574,0,0,0,0,1,0,0.012803076766431332,0.005238408222794533,0.010348210111260414,-0.010494725778698921,78.9508056640625,73.36917114257812,73.09579467773438,73.09579467773438,-2323.22802734375,354.0181884765625,4128.28662109375,0,0,0.0,3111.23486328125
2025-08-04T23:42:52.437740,856.9456787109375,7999.9951171875,856.9331665039062,0.00019147821876686066,-0.041710928082466125,-0.0004648019385058433,0.43004706501960754,0.44654178619384766,0.4066190719604492,0.4208184778690338,-0.0010917633771896362,0.0011682510375976562,-0.0012730509042739868,0.0005999952554702759,0,0,0,0,1,0,0.012803583405911922,0.005239316262304783,0.01034888718277216,-0.01049401517957449,78.95114135742188,73.3692626953125,73.09585571289062,73.09585571289062,-2323.22802734375,354.0181884765625,4128.28662109375,0,0,0.0,3111.25146484375
2025-08-04T23:42:52.451265,856.9456787109375,7999.9951171875,856.9331665039062,0.00019805460760835558,-0.041710928082466125,-0.0004648019385058433,0.4300316274166107,0.4465264678001404,0.4066014587879181,0.4208051562309265,-0.0010938793420791626,0.0011661499738693237,-0.001275375485420227,0.0005982369184494019,0,0,0,0,1,0,0.012803612276911736,0.005240581929683685,0.01034907903522253,-0.010492941364645958,78.95148468017578,73.36934661865234,73.09591674804688,73.09591674804688,-2323.22802734375,354.0182189941406,4128.28662109375,0,0,0.0,3111.26806640625
2025-08-04T23:42:52.517120,856.9456787109375,7999.9951171875,856.9331665039062,0.0001911022700369358,-0.041710928082466125,-0.0004648019385058433,0.42988502979278564,0.44641944766044617,0.4064505398273468,0.42066144943237305,-0.0011139661073684692,0.0011514872312545776,-0.0012952834367752075,0.0005792826414108276,0,0,0,0,1,0,0.01280402671545744,0.0052420999854803085,0.010349667631089687,-0.010491608642041683,78.95182800292969,73.36942291259766,73.09598541259766,73.09598541259766,-2323.22802734375,354.0182189941406,4128.28662109375,0,0,0.0,3111.28466796875
2025-08-04T23:42:52.517120,856.9456787109375,7999.9951171875,856.9331665039062,0.0001746051711961627,-0.041710928082466125,-0.0004648019385058433,0.42983248829841614,0.44638800621032715,0.4064009487628937,0.42065489292144775,-0.0011211633682250977,0.0011471807956695557,-0.0013018250465393066,0.0005784183740615845,0,0,0,0,1,0,0.012804572470486164,0.005243506748229265,0.010350387543439865,-0.010490392334759235,78.9521713256836,73.36951446533203,73.0960464477539,73.0960464477539,-2323.22802734375,354.0182189941406,4128.28662109375,0,0,0.0,3111.30126953125
2025-08-04T23:42:52.517120,856.9456787109375,7999.9951171875,856.9331665039062,0.00016260231495834887,-0.041710928082466125,-0.0004648019385058433,0.4298292398452759,0.4463898539543152,0.4063962996006012,0.42065703868865967,-0.001121610403060913,0.001147434115409851,-0.0013024359941482544,0.0005787014961242676,0,0,0,0,1,0,0.012804858386516571,0.005244868341833353,0.01035084668546915,-0.010489208623766899,78.9525146484375,73.36959838867188,73.09611511230469,73.09611511230469,-2323.22802734375,354.0182189941406,4128.28662109375,0,0,0.0,3111.31787109375
2025-08-04T23:42:52.517120,856.9456787109375,7999.9951171875,856.9331665039062,0.00015867619367782027,-0.041710928082466125,-0.0004648019385058433,0.42983174324035645,0.44639280438423157,0.4063975512981415,0.42065784335136414,-0.0011212676763534546,0.001147836446762085,-0.001302272081375122,0.0005788058042526245,0,0,0,0,1,0,0.012804525904357433,0.005244792904704809,0.010350694879889488,-0.01048946287482977,78.9528579711914,73.36967468261719,73.09618377685547,73.09618377685547,-2323.22802734375,354.0182189941406,4128.28662109375,0,0,0.0,3111.33447265625
2025-08-04T23:42:52.532743,856.9456787109375,7999.9951171875,856.9331665039062,0.00016135133046191186,-0.041710928082466125,-0.0004648019385058433,0.42983219027519226,0.44639289379119873,0.4063977897167206,0.4206579625606537,-0.0011212080717086792,0.0011478513479232788,-0.0013022422790527344,0.0005788207054138184,0,0,0,0,1,0,0.012804189696907997,0.005243567284196615,0.010350549593567848,-0.01049087755382061,78.95320129394531,73.36976623535156,73.09625244140625,73.09625244140625,-2323.22802734375,354.0182189941406,4128.28662109375,0,0,0.0,3111.35107421875
2025-08-04T23:42:52.548367,856.9456787109375,7999.9951171875,856.9331665039062,0.00016579740622546524,-0.041710928082466125,-0.0004648019385058433,0.42990395426750183,0.446466326713562,0.40647730231285095,0.42071905732154846,-0.0011113733053207397,0.001157909631729126,-0.0012917518615722656,0.0005868822336196899,0,0,0,0,1,0,0.012804140336811543,0.005242021754384041,0.010350705124437809,-0.01049260888248682,78.95354461669922,73.3698501586914,73.09632110595703,73.09632110595703,-2323.22802734375,354.0181884765625,4128.28662109375,0,0,0.0,3111.36767578125
2025-08-04T23:42:52.563993,856.9456787109375,7999.9951171875,856.9331665039062,0.0001530628214823082,-0.041710928082466125,-0.0004648019385058433,0.4300521910190582,0.446565717458725,0.4066247344017029,0.4208747446537018,-0.0010910630226135254,0.0011715292930603027,-0.0012723058462142944,0.000607416033744812,0,0,0,0,1,0,0.012803579680621624,0.005240160971879959,0.010350332595407963,-0.010494669899344444,78.95388793945312,73.36992645263672,73.09638977050781,73.09638977050781,-2323.22802734375,354.0181884765625,4128.28662109375,0,0,0.0,3111.38427734375
